,genes,degree,pagerank
5956,Ndfip2,0,5.07E-06
5957,Spry2,0,5.07E-06
5958,Mir17hg,0,5.07E-06
5959,Gpc6,0,5.07E-06
5960,Tgds,0,5.07E-06
5961,Gpr180,0,5.07E-06
5962,Cldn10,0,5.07E-06
5963,Dnajc3,-3,-2.44E-06
5964,Mbnl2,0,5.07E-06
5965,Rap2a,0,5.07E-06
5966,Ipo5,0,5.07E-06
5967,Farp1,0,5.07E-06
5968,Stk24,0,5.07E-06
5969,Dock9,0,5.07E-06
5970,Ubac2,0,5.07E-06
5971,Gpr18,1,0
5972,Gpr183,0,5.07E-06
5973,Tm9sf2,0,5.07E-06
5974,Clybl,0,5.07E-06
5975,Pcca,0,5.07E-06
5976,Ggact,0,5.07E-06
5977,Itgbl1,0,5.07E-06
5978,Alkbh8,0,5.07E-06
5979,Cwf19l2,0,5.07E-06
5980,Aasdhppt,0,5.07E-06
5981,Kbtbd3,0,5.07E-06
5982,Msantd4,0,5.07E-06
5983,Casp1,0,5.07E-06
5984,Casp4,29,0
5985,Casp12,13,0
5986,Pdgfd,0,5.07E-06
5987,Dync2h1,0,5.07E-06
5988,Dcun1d5,0,5.07E-06
5989,Mmp3,1,0
5990,Tmem123,-16,-3.37E-05
5991,Birc2,0,5.07E-06
5992,Birc3,0,5.07E-06
5993,Yap1,0,5.07E-06
5994,Arhgap42,2,0
5995,Jrkl,0,5.07E-06
5996,Ccdc82,0,5.07E-06
5997,Phxr4,0,5.07E-06
5998,Maml2,0,5.07E-06
5999,Mtmr2,0,5.07E-06
6000,Cep57,0,5.07E-06
6001,Fam76b,0,5.07E-06
6002,Sesn3,0,5.07E-06
6003,Endod1,0,5.07E-06
6004,Cwc15,0,5.07E-06
6005,Amotl1,0,5.07E-06
6006,Ankrd49,0,5.07E-06
6007,Panx1,0,5.07E-06
6008,Med17,0,5.07E-06
6009,4931406C07Rik,0,5.07E-06
6010,Taf1d,0,5.07E-06
6011,Cep295,0,5.07E-06
6012,Smco4,-25,-5.71E-05
6013,Slc36a4,0,5.07E-06
6014,Chordc1,0,5.07E-06
6015,Zfp317,0,5.07E-06
6016,Zfp560,0,5.07E-06
6017,Zfp26,0,5.07E-06
6018,Zfp266,0,5.07E-06
6019,Fbxl12,0,5.07E-06
6020,Ubl5,71,6.11E-05
6021,Pin1,0,5.07E-06
6022,A230050P20Rik,0,5.07E-06
6023,Ppan,0,5.07E-06
6024,Eif3g,0,5.07E-06
6025,Dnmt1,0,5.07E-06
6026,S1pr2,0,5.07E-06
6027,Mrpl4,0,5.07E-06
6028,Icam1,-68,1.33E-05
6029,Fdx1l,0,5.07E-06
6030,Raver1,0,5.07E-06
6031,Tyk2,0,5.07E-06
6032,Cdc37,0,5.07E-06
6033,Pde4a,0,5.07E-06
6034,Keap1,0,5.07E-06
6035,Atg4d,0,5.07E-06
6036,Kri1,0,5.07E-06
6037,Cdkn2d,0,5.07E-06
6038,Slc44a2,-45,7.98E-05
6039,Ilf3,0,5.07E-06
6040,Qtrt1,0,5.07E-06
6041,Dnm2,0,5.07E-06
6042,Tmed1,0,5.07E-06
6043,AB124611,-8,0
6044,Carm1,0,5.07E-06
6045,Yipf2,0,5.07E-06
6046,Smarca4,0,5.07E-06
6047,Ldlr,0,5.07E-06
6048,Spc24,0,5.07E-06
6049,Kank2,0,5.07E-06
6050,Dock6,0,5.07E-06
6051,Rab3d,0,5.07E-06
6052,Tmem205,-1,1.04E-06
6053,Swsap1,0,5.07E-06
6054,Prkcsh,0,5.07E-06
6055,Zfp653,-1,0
6056,Ecsit,0,5.07E-06
6057,Cnn1,0,5.07E-06
6058,Elof1,0,5.07E-06
6059,Acp5,0,5.07E-06
6060,Pigyl,0,5.07E-06
6061,Rp9,0,5.07E-06
6062,Bbs9,0,5.07E-06
6063,Bmper,0,5.07E-06
6064,Dpy19l1,0,3.29E-05
6065,Herpud2,0,5.07E-06
6066,Eepd1,3,0
6067,Acad8,0,5.07E-06
6068,Thyn1,0,5.07E-06
6069,Vps26b,0,5.07E-06
6070,Jam3,15,0
6071,Adamts15,0,5.07E-06
6072,Adamts8,0,5.07E-06
6073,Zbtb44,0,5.07E-06
6074,Aplp2,-36,-4.90E-05
6075,Nfrkb,0,5.07E-06
6076,Arhgap32,0,5.07E-06
6077,Fli1,0,5.07E-06
6078,Ets1,0,5.07E-06
6079,St3gal4,0,5.07E-06
6080,Dcps,0,5.07E-06
6081,Tirap,0,5.07E-06
6082,Srpr,0,5.07E-06
6083,Foxred1,0,5.07E-06
6084,Fam118b,0,5.07E-06
6085,Rpusd4,0,5.07E-06
6086,Cdon,0,5.07E-06
6087,Pus3,0,5.07E-06
6088,Stt3a,0,5.07E-06
6089,Ei24,0,5.07E-06
6090,Pknox2,34,0
6091,Tmem218,0,5.07E-06
6092,Robo4,0,5.07E-06
6093,Msantd2,0,5.07E-06
6094,Esam,-4,0
6095,Vsig2,-20,-5.55E-05
6096,Nrgn,-6,0
6097,Spa17,0,5.07E-06
6098,Siae,0,5.07E-06
6099,Tbrg1,-128,0
6100,Vwa5a,0,5.07E-06
6101,Clmp,0,5.07E-06
6102,Hspa8,19,-2.04E-05
6103,Ubash3b,-10,0
6104,Sorl1,0,5.07E-06
6105,Sc5d,0,5.07E-06
6106,Tbcel,0,5.07E-06
6107,Arhgef12,0,5.07E-06
6108,Oaf,0,5.07E-06
6109,Thy1,1,0
6110,Rnf26,0,5.07E-06
6111,Usp2,0,5.07E-06
6112,Mcam,0,5.07E-06
6113,Cbl,0,5.07E-06
6114,Nlrx1,0,5.07E-06
6115,C2cd2l,0,5.07E-06
6116,Dpagt1,0,5.07E-06
6117,H2afx,0,5.07E-06
6118,Hmbs,0,5.07E-06
6119,Vps11,0,5.07E-06
6120,Hyou1,0,5.07E-06
6121,Slc37a4,0,5.07E-06
6122,Trappc4,0,5.07E-06
6123,Rps25,65,-6.46E-05
6124,Ccdc84,0,5.07E-06
6125,Bcl9l,0,5.07E-06
6126,Cxcr5,4,6.38E-05
6127,Ddx6,0,5.07E-06
6128,Phldb1,0,5.07E-06
6129,Arcn1,0,5.07E-06
6130,Ift46,0,5.07E-06
6131,Kmt2a,0,5.07E-06
6132,Atp5l,45,-7.97E-05
6133,Ube4a,0,5.07E-06
6134,Cd3g,19,0
6135,Cd3d,19,0
6136,Cd3e,-4,0
6137,Il10ra,-1,-2.31E-05
6138,Fxyd6,0,5.07E-06
6139,Cep164,0,5.07E-06
6140,Bace1,0,5.07E-06
6141,Rnf214,0,5.07E-06
6142,Pcsk7,0,5.07E-06
6143,Tagln,-3,0
6144,Sidt2,0,5.07E-06
6145,Pafah1b2,0,5.07E-06
6146,Sik3,0,5.07E-06
6147,Zpr1,0,5.07E-06
6148,Bud13,0,5.07E-06
6149,Cadm1,-11,0
6150,Nxpe4,0,5.07E-06
6151,Rexo2,0,5.07E-06
6152,Rbm7,0,5.07E-06
6153,Gm5617,0,5.07E-06
6154,Nnmt,0,5.07E-06
6155,Zbtb16,0,5.07E-06
6156,Zw10,0,5.07E-06
6157,Ttc12,0,5.07E-06
6158,Ncam1,0,5.07E-06
6159,Plet1,0,5.07E-06
6160,Pts,0,5.07E-06
6161,Il18,-4,0
6162,Sdhd,0,5.07E-06
6163,Timm8b,0,5.07E-06
6164,Dlat,0,5.07E-06
6165,Hspb2,0,5.07E-06
6166,Cryab,-81,1.38E-05
6167,1110032A03Rik,0,5.07E-06
6168,Fdxacb1,0,5.07E-06
6169,Alg9,0,5.07E-06
6170,Ppp2r1b,0,5.07E-06
6171,Sik2,-1,0
6172,Pou2af1,0,5.07E-06
6173,Arhgap20,0,5.07E-06
6174,Fdx1,-38,-7.88E-05
6175,Rdx,0,5.07E-06
6176,Ddx10,0,5.07E-06
6177,Kdelc2,0,5.07E-06
6178,Atm,0,5.07E-06
6179,Npat,0,5.07E-06
6180,Acat1,0,5.07E-06
6181,Cul5,0,5.07E-06
6182,Dmxl2,0,5.07E-06
6183,Cib2,0,5.07E-06
6184,Idh3a,0,5.07E-06
6185,Dnaja4,0,5.07E-06
6186,Wdr61,0,5.07E-06
6187,Ireb2,0,5.07E-06
6188,Psma4,0,5.07E-06
6189,Ube2q2,0,5.07E-06
6190,Fbxo22,0,5.07E-06
6191,Etfa,0,5.07E-06
6192,Scaper,0,5.07E-06
6193,Rcn2,-1,1.84E-06
6194,Pstpip1,0,5.07E-06
6195,Tspan3,-140,0
6196,Peak1,0,5.07E-06
6197,Hmg20a,0,5.07E-06
6198,Snx33,0,5.07E-06
6199,Imp3,4,1.60E-05
6200,Snupn,0,5.07E-06
6201,Ptpn9,0,5.07E-06
6202,Sin3a,0,5.07E-06
6203,Man2c1,0,5.07E-06
6204,Neil1,0,5.07E-06
6205,Commd4,0,5.07E-06
6206,1700017B05Rik,0,5.07E-06
6207,Ppcdc,0,5.07E-06
6208,Cox5a,0,5.07E-06
6209,Fam219b,0,5.07E-06
6210,Mpi,0,5.07E-06
6211,Scamp2,0,5.07E-06
6212,Ulk3,0,5.07E-06
6213,Csk,0,5.07E-06
6214,Edc3,0,5.07E-06
6215,Clk3,0,5.07E-06
6216,Arid3b,0,5.07E-06
6217,Ubl7,0,5.07E-06
6218,Sema7a,2,0
6219,Islr,-1,0
6220,Pml,0,5.07E-06
6221,Stoml1,0,5.07E-06
6222,Loxl1,-4,0
6223,Nptn,0,5.07E-06
6224,Neo1,0,5.07E-06
6225,Adpgk,0,5.07E-06
6226,Bbs4,0,5.07E-06
6227,Arih1,0,5.07E-06
6228,Hexa,0,5.07E-06
6229,Parp6,0,5.07E-06
6230,Pkm,6,1.57E-05
6231,Myo9a,0,5.07E-06
6232,Larp6,0,5.07E-06
6233,Uaca,0,5.07E-06
6234,Tle3,0,5.07E-06
6235,Rplp1,130,0
6236,Glce,0,5.07E-06
6237,Anp32a,0,5.07E-06
6238,Coro2b,0,5.07E-06
6239,Fem1b,0,5.07E-06
6240,Cln6,0,5.07E-06
6241,Calml4,0,5.07E-06
6242,Pias1,0,5.07E-06
6243,Map2k5,0,5.07E-06
6244,2300009A05Rik,0,5.07E-06
6245,Aagab,0,5.07E-06
6246,Smad3,0,5.07E-06
6247,Smad6,0,5.07E-06
6248,Rpl4,136,0
6249,Snapc5,0,5.07E-06
6250,Map2k1,0,5.07E-06
6251,Tipin,0,5.07E-06
6252,Dis3l,0,5.07E-06
6253,Rab11a,0,5.07E-06
6254,Dennd4a,-12,0
6255,Hacd3,0,5.07E-06
6256,Dpp8,0,5.07E-06
6257,Clpx,0,5.07E-06
6258,Pdcd7,0,5.07E-06
6259,Rasl12,1,0
6260,Mtfmt,0,5.07E-06
6261,Spg21,78,0
6262,Plekho2,-23,0
6263,Rbpms2,5,0
6264,Oaz2,104,0
6265,Zfp609,0,5.07E-06
6266,Trip4,0,5.07E-06
6267,Csnk1g1,0,5.07E-06
6268,Ppib,36,-5.54E-05
6269,Snx1,0,5.07E-06
6270,Dapk2,-89,0
6271,Herc1,0,5.07E-06
6272,Fbxl22,0,5.07E-06
6273,Usp3,0,5.07E-06
6274,Aph1b,0,5.07E-06
6275,Aph1c,0,5.07E-06
6276,Rab8b,-1,-8.37E-06
6277,Rps27l,0,5.07E-06
6278,Lactb,0,5.07E-06
6279,Tpm1,0,5.07E-06
6280,Tln2,0,5.07E-06
6281,Vps13c,0,5.07E-06
6282,Rora,0,5.07E-06
6283,Ice2,0,5.07E-06
6284,Anxa2,-121,0
6285,Bnip2,0,5.07E-06
6286,Gtf2a2,0,5.07E-06
6287,Myo1e,0,5.07E-06
6288,Ccnb2,0,5.07E-06
6289,Rnf111,0,5.07E-06
6290,Sltm,0,5.07E-06
6291,Adam10,0,5.07E-06
6292,Polr2m,0,5.07E-06
6293,Myzap,-83,0
6294,Cgnl1,0,5.07E-06
6295,Tcf12,0,5.07E-06
6296,Zfp280d,0,5.07E-06
6297,Rfx7,0,5.07E-06
6298,Nedd4,0,5.07E-06
6299,Ccpg1,0,5.07E-06
6300,Pigb,0,5.07E-06
6301,Rab27a,0,5.07E-06
6302,Rsl24d1,0,5.07E-06
6303,Fam214a,0,5.07E-06
6304,Arpp19,0,5.07E-06
6305,Myo5a,1,0
6306,Mapk6,0,5.07E-06
6307,Leo1,0,5.07E-06
6308,Tmod3,0,5.07E-06
6309,Tmod2,0,5.07E-06
6310,Lysmd2,-98,0
6311,Bmp5,0,5.07E-06
6312,Lrrc1,0,5.07E-06
6313,Gclc,30,6.75E-05
6314,Elovl5,-57,-9.92E-05
6315,Fbxo9,0,5.07E-06
6316,Ick,0,5.07E-06
6317,Gsta4,-122,0
6318,Mto1,0,5.07E-06
6319,Eef1a1,87,-5.01E-05
6320,Slc17a5,0,5.07E-06
6321,Col12a1,0,5.07E-06
6322,Cox7a2,46,-6.48E-05
6323,Tmem30a,-19,-4.69E-05
6324,Filip1,0,5.07E-06
6325,Senp6,0,5.07E-06
6326,Myo6,0,5.07E-06
6327,Irak1bp1,0,5.07E-06
6328,Phip,0,5.07E-06
6329,Hmgn3,0,5.07E-06
6330,Bckdhb,0,5.07E-06
6331,Ibtk,0,5.07E-06
6332,Pgm3,0,5.07E-06
6333,Rwdd2a,-1,0
6334,Me1,0,5.07E-06
6335,Cyb5r4,0,5.07E-06
6336,Nt5e,-78,-4.44E-05
6337,Snx14,0,5.07E-06
6338,Syncrip,0,5.07E-06
6339,Mthfsl,0,5.07E-06
6340,Bcl2a1d,6,0
6341,Bcl2a1a,0,5.07E-06
6342,Bcl2a1b,0,5.07E-06
6343,Mthfs,0,5.07E-06
6344,Tmed3,-7,-1.73E-05
6345,Ctsh,-187,0
6346,Morf4l1,-21,0
6347,Tbc1d2b,0,5.07E-06
6348,Plscr1,0,5.07E-06
6349,Plscr2,16,0
6350,Plscr4,-40,0
6351,Plod2,-91,0
6352,1190002N15Rik,0,5.07E-06
6353,Slc9a9,0,5.07E-06
6354,Chst2,0,5.07E-06
6355,U2surp,0,5.07E-06
6356,Pcolce2,0,5.07E-06
6357,Trpc1,0,5.07E-06
6358,Atr,0,5.07E-06
6359,Xrn1,0,5.07E-06
6360,Gk5,0,5.07E-06
6361,Tfdp2,0,5.07E-06
6362,Atp1b3,0,5.07E-06
6363,Rnf7,0,5.07E-06
6364,Rasa2,0,5.07E-06
6365,Zbtb38,0,5.07E-06
6366,Slc25a36,0,5.07E-06
6367,Nmnat3,0,5.07E-06
6368,Rbp1,0,5.07E-06
6369,Copb2,0,5.07E-06
6370,Mrps22,0,5.07E-06
6371,Faim,0,5.07E-06
6372,Pik3cb,0,5.07E-06
6373,Cep70,0,5.07E-06
6374,Mras,0,5.07E-06
6375,Armc8,0,5.07E-06
6376,Dbr1,0,5.07E-06
6377,Nck1,0,5.07E-06
6378,Slc35g2,0,5.07E-06
6379,Stag1,0,5.07E-06
6380,Pccb,0,5.07E-06
6381,Msl2,0,5.07E-06
6382,Ppp2r3a,0,5.07E-06
6383,Cep63,0,5.07E-06
6384,Anapc13,170,0
6385,Amotl2,-91,0
6386,Ryk,0,5.07E-06
6387,Slco2a1,0,5.07E-06
6388,Rab6b,0,5.07E-06
6389,Srprb,0,5.07E-06
6390,Trf,145,0
6391,Topbp1,0,5.07E-06
6392,Cdv3,0,5.07E-06
6393,Bfsp2,0,5.07E-06
6394,Tmem108,0,5.07E-06
6395,Uba5,0,5.07E-06
6396,Acad11,0,5.07E-06
6397,Ackr4,2,0
6398,Dnajc13,0,5.07E-06
6399,Mrpl3,0,5.07E-06
6400,Nudt16,0,5.07E-06
6401,Aste1,0,5.07E-06
6402,Atp2c1,0,5.07E-06
6403,Pik3r4,0,5.07E-06
6404,Wdr82,0,5.07E-06
6405,Ppm1m,0,5.07E-06
6406,Twf2,0,5.07E-06
6407,Alas1,0,5.07E-06
6408,Dusp7,-9,-7.88E-05
6409,Rpl29,222,0
6410,Acy1,0,5.07E-06
6411,Abhd14a,0,5.07E-06
6412,Abhd14b,-15,-3.67E-05
6413,Pcbp4,0,5.07E-06
6414,Parp3,-97,0
6415,Rrp9,0,5.07E-06
6416,Tex264,-11,-1.95E-05
6417,Rad54l2,0,5.07E-06
6418,Manf,0,5.07E-06
6419,Rbm15b,0,5.07E-06
6420,Mapkapk3,0,5.07E-06
6421,Cish,0,5.07E-06
6422,Tmem115,0,5.07E-06
6423,Cyb561d2,0,5.07E-06
6424,Nprl2,0,5.07E-06
6425,Rassf1,0,5.07E-06
6426,Tusc2,0,5.07E-06
6427,Hyal2,0,5.07E-06
6428,Hyal1,0,5.07E-06
6429,Ifrd2,0,5.07E-06
6430,Sema3b,-96,0
6431,Gnai2,0,5.07E-06
6432,Sema3f,0,5.07E-06
6433,Rbm5,0,5.07E-06
6434,Rbm6,0,5.07E-06
6435,Mon1a,0,5.07E-06
6436,Uba7,0,5.07E-06
6437,Ip6k1,0,5.07E-06
6438,Gmppb,0,5.07E-06
6439,Rnf123,0,5.07E-06
6440,Apeh,0,5.07E-06
6441,Dag1,-34,4.89E-05
6442,Nicn1,0,5.07E-06
6443,Tcta,-61,0
6444,Rhoa,-98,0
6445,Gpx1,11,2.95E-05
6446,Usp4,0,5.07E-06
6447,Klhdc8b,0,5.07E-06
6448,Ccdc71,0,5.07E-06
6449,Lamb2,0,5.07E-06
6450,Usp19,0,5.07E-06
6451,Qars,0,5.07E-06
6452,Qrich1,0,5.07E-06
6453,Impdh2,0,5.07E-06
6454,Ndufaf3,0,5.07E-06
6455,Dalrd3,0,5.07E-06
6456,Wdr6,0,5.07E-06
6457,P4htm,0,5.07E-06
6458,Arih2,0,5.07E-06
6459,Slc25a20,0,5.07E-06
6460,Prkar2a,0,5.07E-06
6461,Ip6k2,0,5.07E-06
6462,Nckipsd,0,5.07E-06
6463,Uqcrc1,0,5.07E-06
6464,Pfkfb4,0,5.07E-06
6465,Shisa5,0,5.07E-06
6466,Tma7,2,1.16E-05
6467,Plxnb1,0,5.07E-06
6468,Nme6,0,5.07E-06
6469,Map4,0,5.07E-06
6470,Dhx30,0,5.07E-06
6471,Smarcc1,0,5.07E-06
6472,Elp6,0,5.07E-06
6473,Scap,0,5.07E-06
6474,Ptpn23,0,5.07E-06
6475,Klhl18,0,5.07E-06
6476,Setd2,0,5.07E-06
6477,Nradd,0,5.07E-06
6478,Nbeal2,0,5.07E-06
6479,Ccdc12,-2,-8.54E-07
6480,Als2cl,0,5.07E-06
6481,Ccrl2,0,5.07E-06
6482,Lrrfip2,0,5.07E-06
6483,Mlh1,0,5.07E-06
6484,Epm2aip1,0,5.07E-06
6485,Pdcd6ip,0,5.07E-06
6486,Clasp2,0,5.07E-06
6487,Ubp1,0,5.07E-06
6488,Crtap,0,5.07E-06
6489,Glb1,0,5.07E-06
6490,Tmppe,0,5.07E-06
6491,Cnot10,0,5.07E-06
6492,Dync1li1,0,5.07E-06
6493,Cmtm6,0,5.07E-06
6494,Cmtm7,0,5.07E-06
6495,Cmtm8,168,0
6496,Gpd1l,0,5.07E-06
6497,Rps27rt,138,0
6498,Stt3b,0,5.07E-06
6499,Tgfbr2,-47,0
6500,Rbms3,0,5.07E-06
6501,Azi2,0,5.07E-06
6502,Cmc1,0,5.07E-06
6503,Golga4,0,5.07E-06
6504,Itga9,0,5.07E-06
6505,Ctdspl,-28,-8.19E-06
6506,Plcd1,-2,0
6507,Oxsr1,0,5.07E-06
6508,Myd88,0,5.07E-06
6509,Acaa1a,-62,0
6510,Acvr2b,0,5.07E-06
6511,Wdr48,0,5.07E-06
6512,Cx3cr1,27,0
6513,Gorasp1,0,5.07E-06
6514,Ttc21a,1,-1.19E-05
6515,Csrnp1,0,5.07E-06
6516,Slc25a38,0,5.07E-06
6517,Rpsa,49,-6.56E-05
6518,Eif1b,0,5.07E-06
6519,Rpl14,61,-5.29E-05
6520,Ctnnb1,95,0
6521,Trak1,0,5.07E-06
6522,Nktr,0,5.07E-06
6523,Zfp651,0,5.07E-06
6524,Higd1a,209,0
6525,Ackr2,0,5.07E-06
6526,Pomgnt2,0,5.07E-06
6527,Snrk,0,5.07E-06
6528,Ano10,0,5.07E-06
6529,Abhd5,-2,-1.92E-06
6530,1110059G10Rik,0,5.07E-06
6531,Tmem42,-7,-1.29E-05
6532,Zdhhc3,37,8.00E-05
6533,Exosc7,52,-1.35E-06
6534,Clec3b,0,5.07E-06
6535,Lars2,0,5.07E-06
6536,Limd1,0,5.07E-06
6537,Sacm1l,0,5.07E-06
6538,Lztfl1,0,5.07E-06
6539,Fyco1,0,5.07E-06
6540,Ccr1,0,5.07E-06
6541,Ccr2,1,0
6542,Ccr5,0,5.07E-06
6543,Ppp2r3d,0,5.07E-06
6544,Sfi1,0,5.07E-06
6545,Drg1,0,5.07E-06
6546,Eif4enif1,0,5.07E-06
6547,Patz1,0,5.07E-06
6548,Pik3ip1,0,5.07E-06
6549,Limk2,0,5.07E-06
6550,Rnf185,0,5.07E-06
6551,Smtn,-4,0
6552,Morc2a,0,5.07E-06
6553,Dusp18,0,5.07E-06
6554,Slc35e4,0,5.07E-06
6555,Tcn2,0,5.07E-06
6556,Pes1,0,5.07E-06
6557,Rnf215,22,0
6558,Sf3a1,0,5.07E-06
6559,Tbc1d10a,0,5.07E-06
6560,Osm,-8,0
6561,Lif,0,5.07E-06
6562,Mtmr3,0,5.07E-06
6563,Ascc2,0,5.07E-06
6564,Uqcr10,-8,-7.96E-05
6565,Zmat5,0,5.07E-06
6566,Nf2,0,5.07E-06
6567,Nipsnap1,0,5.07E-06
6568,Thoc5,0,5.07E-06
6569,Ap1b1,0,5.07E-06
6570,Gas2l1,0,5.07E-06
6571,Ewsr1,0,5.07E-06
6572,Emid1,0,5.07E-06
6573,Kremen1,0,5.07E-06
6574,Znrf3,0,5.07E-06
6575,Xbp1,0,5.07E-06
6576,Ccdc117,0,5.07E-06
6577,Mrps24,-2,-6.04E-07
6578,Urgcp,0,5.07E-06
6579,Dbnl,0,5.07E-06
6580,Aebp1,0,5.07E-06
6581,Pold2,0,5.07E-06
6582,Ykt6,0,5.07E-06
6583,Camk2b,0,5.07E-06
6584,Nudcd3,0,5.07E-06
6585,Ddx56,0,5.07E-06
6586,Tmed4,0,5.07E-06
6587,Ogdh,0,5.07E-06
6588,Zmiz2,0,5.07E-06
6589,Ppia,79,0
6590,H2afv,85,0
6591,Purb,0,5.07E-06
6592,Myo1g,5,0
6593,Ccm2,0,5.07E-06
6594,Tbrg4,0,5.07E-06
6595,Ramp3,0,5.07E-06
6596,Igfbp3,0,5.07E-06
6597,Tns3,0,5.07E-06
6598,Upp1,-14,0
6599,Ikzf1,-1,0
6600,Grb10,0,5.07E-06
6601,Cobl,0,5.07E-06
6602,Sec61g,52,-7.48E-05
6603,Egfr,0,5.07E-06
6604,Plek,6,0
6605,Cnrip1,34,0
6606,Ppp3r1,0,5.07E-06
6607,Wdr92,0,5.07E-06
6608,Pno1,0,5.07E-06
6609,C1d,0,5.07E-06
6610,Etaa1,0,5.07E-06
6611,Meis1,0,5.07E-06
6612,Spred2,0,5.07E-06
6613,Actr2,0,5.07E-06
6614,Rab1a,0,5.07E-06
6615,Cep68,0,5.07E-06
6616,Slc1a4,0,5.07E-06
6617,Sertad2,0,5.07E-06
6618,Aftph,0,5.07E-06
6619,Lgalsl,0,5.07E-06
6620,Peli1,0,5.07E-06
6621,Vps54,0,5.07E-06
6622,Ugp2,0,5.07E-06
6623,Mdh1,0,5.07E-06
6624,Ehbp1,0,5.07E-06
6625,Commd1,0,5.07E-06
6626,Zrsr1,0,5.07E-06
6627,Cct4,0,5.07E-06
6628,Xpo1,0,5.07E-06
6629,Usp34,0,5.07E-06
6630,Ahsa2,0,5.07E-06
6631,0610010F05Rik,0,5.07E-06
6632,Pex13,0,5.07E-06
6633,Pus10,0,5.07E-06
6634,Rel,-4,0
6635,Papolg,0,5.07E-06
6636,Bcl11a,-1,0
6637,Fancl,0,5.07E-06
6638,Vrk2,0,5.07E-06
6639,Ccdc85a,0,5.07E-06
6640,Efemp1,0,5.07E-06
6641,Pnpt1,0,5.07E-06
6642,Cfap36,0,5.07E-06
6643,Ccdc88a,0,5.07E-06
6644,Prorsd1,0,5.07E-06
6645,Mtif2,0,5.07E-06
6646,Rps27a,69,-3.62E-05
6647,Rtn4,-98,0
6648,Sptbn1,81,0
6649,Acyp2,0,5.07E-06
6650,Psme4,0,5.07E-06
6651,Asb3,0,5.07E-06
6652,Erlec1,0,5.07E-06
6653,Stc2,34,0
6654,Bod1,0,5.07E-06
6655,Cpeb4,0,5.07E-06
6656,Snrnp25,0,5.07E-06
6657,Rhbdf1,0,5.07E-06
6658,Nprl3,0,5.07E-06
6659,Mpg,0,5.07E-06
6660,Sh3pxd2b,0,5.07E-06
6661,Ubtd2,2,0
6662,Stk10,9,0
6663,Fbxw11,0,5.07E-06
6664,Npm1,24,6.38E-07
6665,Lcp2,-1,0
6666,Dock2,-3,-8.52E-07
6667,Slit3,-2,0
6668,Pank3,0,5.07E-06
6669,Rars,0,5.07E-06
6670,Mat2b,0,5.07E-06
6671,Nudcd2,0,5.07E-06
6672,Ccng1,0,5.07E-06
6673,Pttg1,0,5.07E-06
6674,Slu7,0,5.07E-06
6675,C1qtnf2,34,0
6676,Pwwp2a,0,5.07E-06
6677,Ttc1,0,5.07E-06
6678,Ublcp1,0,5.07E-06
6679,Rnf145,0,5.07E-06
6680,Ebf1,0,5.07E-06
6681,Clint1,0,5.07E-06
6682,Lsm11,0,5.07E-06
6683,Thg1l,0,5.07E-06
6684,Adam19,0,5.07E-06
6685,Cyfip2,-2,0
6686,Itk,12,6.88E-05
6687,Med7,0,5.07E-06
6688,Havcr2,13,7.34E-05
6689,Trim41,0,5.07E-06
6690,Trim7,0,5.07E-06
6691,Irgm1,0,5.07E-06
6692,9930111J21Rik2,-16,-1.99E-05
6693,Tgtp2,0,5.07E-06
6694,Ifi47,6,0
6695,Zfp62,0,5.07E-06
6696,Mgat1,0,5.07E-06
6697,Flt4,-39,-8.11E-05
6698,Scgb3a1,0,5.07E-06
6699,Cnot6,0,5.07E-06
6700,Gfpt2,0,5.07E-06
6701,Mapk9,0,5.07E-06
6702,Rnf130,0,5.07E-06
6703,Tbc1d9b,0,5.07E-06
6704,Sqstm1,0,5.07E-06
6705,Mgat4b,0,5.07E-06
6706,Ltc4s,0,5.07E-06
6707,Maml1,0,5.07E-06
6708,Canx,0,5.07E-06
6709,Hnrnph1,0,5.07E-06
6710,Rufy1,0,5.07E-06
6711,Adamts2,0,5.07E-06
6712,Zfp2,0,5.07E-06
6713,Clk4,0,5.07E-06
6714,Col23a1,0,5.07E-06
6715,Phykpl,0,5.07E-06
6716,Hnrnpab,0,5.07E-06
6717,Nhp2,0,5.07E-06
6718,Rmnd5b,0,5.07E-06
6719,N4bp3,0,5.07E-06
6720,0610009B22Rik,0,5.07E-06
6721,Sec24a,0,5.07E-06
6722,Sar1b,-7,-1.05E-05
6723,Jade2,0,5.07E-06
6724,Cdkn2aipnl,0,5.07E-06
6725,Ube2b,0,5.07E-06
6726,Ppp2ca,0,5.07E-06
6727,Skp1a,-6,-1.35E-05
6728,Tcf7,0,5.07E-06
6729,Vdac1,0,5.07E-06
6730,9530068E07Rik,0,5.07E-06
6731,Hspa4,0,5.07E-06
6732,Zcchc10,0,5.07E-06
6733,Aff4,0,5.07E-06
6734,Uqcrq,118,0
6735,Kif3a,0,5.07E-06
6736,Rad50,0,5.07E-06
6737,Irf1,0,5.07E-06
6738,Gm12216,0,5.07E-06
6739,Slc22a5,0,5.07E-06
6740,Pdlim4,2,0
6741,P4ha2,0,5.07E-06
6742,Fnip1,0,5.07E-06
6743,Rapgef6,0,5.07E-06
6744,Cdc42se2,12,4.70E-05
6745,Hint1,148,8.73E-05
6746,Gpx3,30,0
6747,Tnip1,0,5.07E-06
6748,Anxa6,-6,-1.22E-05
